date,ride_type,line,station,lat,lon,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
2022-07-06,승차,1호선,서울역,37.55315,126.972533,297,1111,,5408,3090,2967,3767,4330,4211,4353,5369,6057,7315,8464.0,5476,3691,3324,2120,1214
2022-07-06,하차,1호선,서울역,37.55315,126.972533,348,1720,4498.0,8968,5178,3198,3095,3805,3152,3461,4548,5463,6288,6176.0,4909,3416,3281,1717,947
2022-07-06,승차,1호선,시청역,37.56359,126.975407,51,92,233.0,320,449,628,884,1006,1464,1670,2559,3309,4007,5147.0,2297,1932,1692,1324,488
2022-07-06,하차,1호선,시청역,37.56359,126.975407,200,917,2874.0,8677,3309,1449,1434,1280,1313,1032,1024,1166,1406,1110.0,958,820,735,843,1263
2022-07-06,승차,2호선,강남역,37.497958,127.027539,333,681,1480.0,2148,1569,1956,2551,3101,3663,4922,6176,8072,10052,10310.0,7418,4945,5042,4208,2250
2022-07-06,하차,2호선,강남역,37.497958,127.027539,471,1716,5883.0,11966,11007,5446,3568,3341,4187,3697,3705,4043,5372,4222.0,3705,2246,1908,1911,924
2022-07-06,승차,2호선,사당역,37.476536,126.981631,492,1095,3011.0,3115,2509,1549,1422,1629,1974,2227,2483,2867,2825,3080.0,2357,2289,1808,1844,902
2022-07-06,하차,2호선,사당역,37.476536,126.981631,136,838,1813.0,2369,1643,1480,1629,1713,1717,2370,2512,3993,4781,5081.0,3150,2449,1975,1796,1442
2022-07-06,승차,2호선,삼성역,37.508827,127.063203,190,260,403.0,713,696,986,1488,2281,3132,4064,5778,6967,7837,7524.0,4043,4238,3463,3960,907
2022-07-06,하차,2호선,삼성역,37.508827,127.063203,224,1559,4858.0,9843,7112,3611,2780,2530,2823,2492,2904,2572,2999,3371.0,2351,817,587,519,324
2022-07-06,승차,5호선,광화문역,37.570545,126.976568,40,124,329.0,362,398,548,999,1596,2050,2883,3179,4119,5409,7079.0,3556,2880,3998,3211,993
2022-07-06,하차,5호선,광화문역,37.570545,126.976568,36,991,2838.0,9330,3810,1851,1970,1565,1671,1744,1861,2329,2736,3724.0,2526,1617,1435,1681,1916
2022-07-06,승차,6호선,이태원역,37.534485,126.994369,146,171,218.0,365,259,308,336,427,476,566,828,1078,1109,1392.0,898,759,902,866,549
2022-07-06,하차,6호선,이태원역,37.534485,126.994369,30,310,388.0,992,799,574,580,505,643,634,791,973,1090,1397.0,1931,1862,2069,2272,1641
2022-07-07,승차,1호선,서울역,37.55315,126.972533,391,1216,4117.0,6374,3917,2754,3466,3509,2982,2974,3875,4686,8203,10149.0,4940,3415,3189,1920,1082
2022-07-07,하차,1호선,서울역,37.55315,126.972533,362,2235,4998.0,10931,6667,2848,2729,2864,3201,2522,2886,3774,4671,5450.0,4001,2493,2644,1628,1002
2022-07-07,승차,1호선,시청역,37.56359,126.975407,62,136,265.0,358,420,410,822,683,874,1210,1552,2113,3715,7728.0,2277,2046,2175,1225,415
2022-07-07,하차,1호선,시청역,37.56359,126.975407,177,1038,3655.0,9907,3885,1309,1493,1040,1233,888,814,784,876,920.0,425,307,329,162,103
2022-07-07,승차,2호선,강남역,37.497958,127.027539,230,727,1705.0,2950,2190,2004,2406,3047,3873,3731,5283,5916,10480,14243.0,8617,6935,8695,6399,2954
2022-07-07,하차,2호선,강남역,37.497958,127.027539,509,2447,7173.0,14822,14438,6591,3415,3476,4231,3373,3305,3611,5008,7624.0,3863,2163,1665,1781,673
2022-07-07,승차,2호선,사당역,37.476536,126.981631,547,1346,4108.0,5371,2852,1648,1571,1686,1908,2100,2248,2255,2851,4037.0,2422,2264,2764,2837,1347
2022-07-07,하차,2호선,사당역,37.476536,126.981631,132,1003,2108.0,3098,1788,1449,1797,1689,1704,1684,2139,2718,5348,6872.0,4626,2552,2386,2730,1212
2022-07-07,승차,2호선,삼성역,37.508827,127.063203,198,283,619.0,923,753,863,1295,1739,2446,2609,3692,5732,11283,13210.0,6939,5414,4031,2628,766
2022-07-07,하차,2호선,삼성역,37.508827,127.063203,242,2289,6679.0,13615,10579,4746,2997,2734,2423,2431,1820,1872,2520,2300.0,1232,762,576,486,304
2022-07-07,승차,5호선,광화문역,37.570545,126.976568,46,171,450.0,519,422,517,979,1043,1379,1545,1847,2952,5464,8822.0,3617,2547,2825,2191,721
2022-07-07,하차,5호선,광화문역,37.570545,126.976568,45,1362,3718.0,12086,5829,2227,2138,1244,1804,1457,1324,1378,1675,2109.0,1040,367,248,247,96
2022-07-07,승차,6호선,이태원역,37.534485,126.994369,131,159,291.0,332,370,239,307,320,346,515,595,1061,1118,1280.0,903,769,812,911,544
2022-07-07,하차,6호선,이태원역,37.534485,126.994369,93,600,506.0,1180,934,682,460,491,540,504,474,674,764,1186.0,867,574,424,453,424
2022-07-08,승차,1호선,서울역,37.55315,126.972533,405,1220,3569.0,5401,3802,2823,3418,4222,4887,3803,5233,5622,8921,10757.0,4763,3825,4203,3518,1815
2022-07-08,하차,1호선,서울역,37.55315,126.972533,346,1864,5838.0,9981,6435,2884,2984,3960,3959,3493,4283,4378,5979,7091.0,5473,3001,3252,2373,1270
2022-07-08,승차,1호선,시청역,37.56359,126.975407,74,151,246.0,345,507,496,908,888,1043,1139,1767,2443,4033,7322.0,1844,1744,1769,1140,460
2022-07-08,하차,1호선,시청역,37.56359,126.975407,179,971,3492.0,8900,3978,1511,1521,1140,1276,950,848,904,1078,1125.0,527,302,352,194,147
2022-07-08,승차,2호선,강남역,37.497958,127.027539,274,675,1956.0,2584,2058,1830,2991,3533,3933,4349,5578,7238,11662,13665.0,9281,5932,8056,6855,3878
2022-07-08,하차,2호선,강남역,37.497958,127.027539,532,2551,6831.0,9603,10813,8378,4057,3814,4264,3761,3650,4179,6530,8382.0,5202,2180,1812,2060,1106
2022-07-08,승차,2호선,사당역,37.476536,126.981631,616,1377,3867.0,4686,4065,1926,1412,1794,1866,1983,1878,2391,3550,4477.0,2709,2399,2935,3160,2020
2022-07-08,하차,2호선,사당역,37.476536,126.981631,161,1048,,2935,2978,1536,1524,1680,1608,1873,2047,3342,5672,9272.0,5362,2573,2500,3106,1972
2022-07-08,승차,2호선,삼성역,37.508827,127.063203,241,276,574.0,782,788,919,1655,1863,2428,3306,4127,5566,10074,11721.0,5673,4186,3300,2448,872
2022-07-08,하차,2호선,삼성역,37.508827,127.063203,249,2253,6119.0,10270,9034,6741,3493,3195,2817,2866,1931,2560,2852,2954.0,1480,785,564,550,317
2022-07-08,승차,5호선,광화문역,37.570545,126.976568,50,144,398.0,385,422,592,1168,1169,1338,1734,2464,3356,5408,9433.0,2724,2021,2125,2079,624
2022-07-08,하차,5호선,광화문역,37.570545,126.976568,48,1175,4296.0,13990,5306,2283,2045,1654,1834,1693,1363,1436,1858,2165.0,1001,350,258,200,129
2022-07-08,승차,6호선,이태원역,37.534485,126.994369,177,182,278.0,379,328,288,336,385,525,603,688,1126,1176,1493.0,1022,777,1044,1056,960
2022-07-08,하차,6호선,이태원역,37.534485,126.994369,84,688,567.0,1221,1001,722,552,751,662,460,615,909,1174,1751.0,1523,1204,1311,1364,1372
2022-07-09,승차,1호선,서울역,37.55315,126.972533,324,502,972.0,2621,3593,4186,4466,4516,5218,4127,4719,5762,4869,3870.0,3403,2459,3383,2617,1108
2022-07-09,하차,1호선,서울역,37.55315,126.972533,304,1522,1919.0,2469,3463,3539,3408,4432,3659,3727,4491,4901,4398,3757.0,2807,2792,3095,2872,1307
2022-07-09,승차,1호선,시청역,37.56359,126.975407,55,91,157.0,250,380,421,620,746,960,1091,1248,1737,1346,1469.0,1039,1324,1131,823,241
2022-07-09,하차,1호선,시청역,37.56359,126.975407,114,564,660.0,919,1334,1209,1424,1341,1320,1312,1165,1017,902,551.0,339,351,304,330,168
2022-07-09,승차,2호선,강남역,37.497958,127.027539,357,612,572.0,966,1269,2058,3171,3615,4715,4039,5781,6653,6436,4715.0,3711,3786,4796,4646,2040
2022-07-09,하차,2호선,강남역,37.497958,127.027539,251,1025,1150.0,3081,7015,4884,4177,4973,5365,4509,3542,3878,4712,3867.0,2615,2259,2023,1667,1121
2022-07-09,승차,2호선,사당역,37.476536,126.981631,392,565,817.0,1445,1842,1744,2020,2175,2757,2450,3031,3134,2808,2286.0,2645,2524,2875,2905,1398
2022-07-09,하차,2호선,사당역,37.476536,126.981631,112,1465,967.0,1050,1359,1715,2890,2574,2568,2268,3051,3442,4838,3461.0,2486,2089,2444,2612,1884
2022-07-09,승차,2호선,삼성역,37.508827,127.063203,274,211,221.0,301,473,790,1162,1803,2371,2448,3733,4319,4895,4157.0,3727,3512,3421,1916,420
2022-07-09,하차,2호선,삼성역,37.508827,127.063203,132,1165,988.0,1843,2777,3006,3394,3504,3732,3485,3177,3392,2562,1619.0,1053,716,571,350,242
2022-07-09,승차,5호선,광화문역,37.570545,126.976568,53,81,141.0,210,340,361,693,928,1123,1392,1553,2315,2981,1687.0,1976,1632,1631,1258,333
2022-07-09,하차,5호선,광화문역,37.570545,126.976568,23,741,511.0,976,1497,1757,1984,2094,2648,1629,1722,1704,1811,1268.0,547,295,274,160,69
2022-07-09,승차,6호선,이태원역,37.534485,126.994369,821,557,294.0,263,292,271,306,441,434,599,866,1036,852,967.0,719,1029,1163,1381,986
2022-07-09,하차,6호선,이태원역,37.534485,126.994369,109,433,166.0,265,375,565,590,729,799,818,765,1140,1428,1540.0,1479,1466,1644,1823,1804
2022-07-10,승차,1호선,서울역,37.55315,126.972533,242,382,679.0,1435,2046,2830,3439,3740,3663,3142,4727,3939,4168,3509.0,3314,2683,3177,2024,951
2022-07-10,하차,1호선,서울역,37.55315,126.972533,195,832,1209.0,1728,2481,2006,2680,3173,3211,3294,3919,3735,3777,3624.0,3053,2715,2095,1293,658
2022-07-10,승차,1호선,시청역,37.56359,126.975407,41,92,148.0,253,282,440,459,507,1548,955,885,930,1055,986.0,637,614,620,457,142
2022-07-10,하차,1호선,시청역,37.56359,126.975407,66,336,470.0,844,1285,1486,957,958,841,729,598,600,518,310.0,307,281,204,163,93
2022-07-10,승차,2호선,강남역,37.497958,127.027539,329,411,399.0,694,961,1141,1536,1880,2233,2678,2624,2870,3315,2950.0,2538,2745,3125,2944,989
2022-07-10,하차,2호선,강남역,37.497958,127.027539,116,504,684.0,1206,2470,2022,2001,2839,3161,2681,2242,2786,2841,2406.0,1571,1545,1374,938,558
2022-07-10,승차,2호선,사당역,37.476536,126.981631,254,373,537.0,826,1175,1331,1299,1633,1718,2057,1821,1595,1714,1674.0,1409,1801,1942,1320,647
2022-07-10,하차,2호선,사당역,37.476536,126.981631,74,950,686.0,725,940,1324,1611,1752,2059,1625,1879,1944,2396,2571.0,1839,1686,1747,1456,911
2022-07-10,승차,2호선,삼성역,37.508827,127.063203,197,146,241.0,248,320,663,765,1520,1996,2381,2892,3566,3372,2686.0,2458,2853,2231,1482,315
2022-07-10,하차,2호선,삼성역,37.508827,127.063203,94,687,690.0,1481,2173,2325,3025,3215,2917,2751,2320,1859,1607,1276.0,662,551,419,310,128
2022-07-10,승차,5호선,광화문역,37.570545,126.976568,27,57,74.0,208,194,329,390,880,1730,1393,1363,1362,1816,1396.0,908,1118,934,1477,194
2022-07-10,하차,5호선,광화문역,37.570545,126.976568,8,331,452.0,1076,1543,2121,1763,1789,1971,1236,1047,1001,898,808.0,275,263,193,102,88
2022-07-10,승차,6호선,이태원역,37.534485,126.994369,1249,931,383.0,292,281,377,388,374,480,455,555,610,650,684.0,670,720,919,690,300
2022-07-10,하차,6호선,이태원역,37.534485,126.994369,63,156,131.0,187,269,414,444,555,652,598,730,720,720,733.0,722,541,445,456,464
2022-07-11,승차,1호선,서울역,37.55315,126.972533,411,1286,4135.0,6686,4088,3047,2996,3726,3189,2772,3631,4724,8255,9487.0,4705,3009,2994,2009,918
2022-07-11,하차,1호선,서울역,37.55315,126.972533,362,2397,5785.0,11733,5854,3289,2977,3414,2717,2570,2519,3047,4148,5466.0,3765,2543,2010,1410,573
2022-07-11,승차,1호선,시청역,37.56359,126.975407,63,154,252.0,369,444,591,788,720,907,1019,1483,1770,3699,6462.0,2471,1916,1920,826,295
2022-07-11,하차,1호선,시청역,37.56359,126.975407,193,1093,4017.0,9384,3446,1397,1123,1014,889,691,702,609,727,689.0,414,239,264,153,87
2022-07-11,승차,2호선,강남역,37.497958,127.027539,232,626,1697.0,2849,1937,1902,2521,3220,3571,3739,5026,5660,10649,14962.0,9164,7034,7762,5243,1923
2022-07-11,하차,2호선,강남역,37.497958,127.027539,513,2308,7602.0,15340,14948,6078,3522,3225,4017,3624,3325,3105,4373,6338.0,3127,2094,1537,969,512
2022-07-11,승차,2호선,사당역,37.476536,126.981631,478,1320,3430.0,4350,3558,1627,1416,1532,1684,1740,1863,1945,2706,4110.0,2282,2099,2134,1633,969
2022-07-11,하차,2호선,사당역,37.476536,126.981631,153,1041,1953.0,2627,1724,1420,1603,1585,1427,1622,2000,2756,4601,6248.0,4234,2550,2122,1752,922
2022-07-11,승차,2호선,삼성역,37.508827,127.063203,236,282,617.0,825,774,921,1386,1796,2031,2713,3285,4624,10159,13372.0,7025,4616,3631,2182,538
2022-07-11,하차,2호선,삼성역,37.508827,127.063203,253,2331,6473.0,14574,10413,4047,2211,2442,2598,2297,1886,1779,2259,2450.0,1200,630,488,395,175
2022-07-11,승차,5호선,광화문역,37.570545,126.976568,43,141,413.0,485,456,635,721,1068,1133,1555,1779,2776,4928,10041.0,3187,2506,2110,1089,395
2022-07-11,하차,5호선,광화문역,37.570545,126.976568,45,1379,4476.0,12489,5658,1800,1639,1421,1466,1089,842,808,1063,1256.0,634,292,205,157,57
2022-07-11,승차,6호선,이태원역,37.534485,126.994369,240,199,329.0,389,366,290,312,323,355,385,634,904,1171,1406.0,853,670,651,517,328
2022-07-11,하차,6호선,이태원역,37.534485,126.994369,92,697,506.0,1281,1107,650,421,368,454,426,464,520,627,777.0,545,347,397,270,160
2022-07-12,승차,1호선,서울역,37.55315,126.972533,367,1133,3192.0,6396,3928,3120,3202,3278,3385,2825,3657,4004,7876,9969.0,4663,3125,2997,1849,828
2022-07-12,하차,1호선,서울역,37.55315,126.972533,309,2043,5997.0,9588,6251,3098,2653,2894,2563,2277,2616,2808,4433,5750.0,3182,2339,2248,1477,743
2022-07-12,승차,1호선,시청역,37.56359,126.975407,66,154,311.0,361,292,463,721,956,812,1152,1472,2017,3683,6586.0,2311,2129,1897,1225,357
2022-07-12,하차,1호선,시청역,37.56359,126.975407,218,1058,3985.0,8924,4024,1185,1480,1159,1176,724,674,647,822,701.0,344,318,188,167,79
2022-07-12,승차,2호선,강남역,37.497958,127.027539,258,736,2041.0,2586,2119,1921,2188,2948,3233,3478,4819,5066,9381,15462.0,9542,6511,7195,5880,2174
2022-07-12,하차,2호선,강남역,37.497958,127.027539,498,2517,6307.0,15891,15632,6348,3654,3503,3783,3572,3081,3450,4854,6539.0,3718,1824,2073,1159,512
2022-07-12,승차,2호선,사당역,37.476536,126.981631,537,1272,3617.0,5242,2578,1585,1618,1526,1652,1745,1969,2176,2945,4113.0,2158,2202,2426,2177,1026
2022-07-12,하차,2호선,사당역,37.476536,126.981631,165,1126,1797.0,3022,1980,1429,1945,1704,1497,1761,2081,2583,4994,6170.0,4426,2806,2332,2039,1262
2022-07-12,승차,2호선,삼성역,37.508827,127.063203,194,315,623.0,770,732,902,1471,1557,2058,2489,3236,4511,9156,13293.0,6493,4867,4927,2625,681
2022-07-12,하차,2호선,삼성역,37.508827,127.063203,236,2439,6158.0,18089,11832,4314,2904,2248,2501,2143,2165,1620,2050,2466.0,1213,702,564,392,180
2022-07-12,승차,5호선,광화문역,37.570545,126.976568,50,142,426.0,559,439,524,694,1015,1262,1429,1878,2421,5037,10363.0,3046,2409,2350,1576,412
2022-07-12,하차,5호선,광화문역,37.570545,126.976568,42,1430,4176.0,12637,5079,1918,1570,1366,1542,1101,1055,1020,1394,1709.0,750,339,260,167,97
2022-07-12,승차,6호선,이태원역,37.534485,126.994369,148,153,230.0,330,308,292,299,346,390,362,572,984,1058,1480.0,946,693,703,688,394
2022-07-12,하차,6호선,이태원역,37.534485,126.994369,89,645,570.0,1237,967,662,434,440,489,473,482,546,667,950.0,677,422,441,319,247
2022-07-13,승차,1호선,서울역,37.55315,126.972533,411,1188,3807.0,5326,3690,3266,3084,3812,3215,3113,3962,4737,8037,8815.0,4263,3320,2938,1823,937
2022-07-13,하차,1호선,서울역,37.55315,126.972533,336,1943,4517.0,11884,6460,2948,2596,2881,2630,2335,3211,3425,4507,6207.0,3583,2332,2176,1617,814
2022-07-13,승차,1호선,시청역,37.56359,126.975407,63,159,269.0,362,437,521,846,815,928,1279,1789,2378,4121,7489.0,2324,2085,1748,1026,343
2022-07-13,하차,1호선,시청역,37.56359,126.975407,217,1199,3536.0,10708,3445,1559,1190,1225,1114,752,904,852,734,764.0,419,219,243,129,108
2022-07-13,승차,2호선,강남역,37.497958,127.027539,287,682,1897.0,2638,2049,1755,2739,3123,3533,4233,5155,6183,10652,14532.0,9198,7441,7448,5054,2361
2022-07-13,하차,2호선,강남역,37.497958,127.027539,546,2659,6747.0,16748,15083,5886,3606,3468,3464,3381,3177,3430,4999,6765.0,4182,1716,2124,1316,661
2022-07-13,승차,2호선,사당역,37.476536,126.981631,485,1346,3521.0,5245,3233,1669,1520,1890,1709,1619,1814,1854,2881,3808.0,2411,1913,2706,2274,1318
2022-07-13,하차,2호선,사당역,37.476536,126.981631,166,1174,2091.0,3087,1810,1481,1722,1622,1463,1689,1964,2880,4473,6526.0,5089,2815,2761,2464,1282
2022-07-13,승차,2호선,삼성역,37.508827,127.063203,208,329,610.0,1024,868,857,1405,1697,2275,2467,3410,5150,10642,12976.0,6588,4438,4155,2320,650
2022-07-13,하차,2호선,삼성역,37.508827,127.063203,219,2474,7329.0,15147,12069,5135,3050,2958,2995,2421,1883,1889,2194,2391.0,1275,638,652,443,233
2022-07-13,승차,5호선,광화문역,37.570545,126.976568,54,162,410.0,577,472,663,1181,1236,1545,1546,2168,2605,5480,10080.0,3249,2539,2726,2025,498
2022-07-13,하차,5호선,광화문역,37.570545,126.976568,41,1291,4562.0,14497,5358,1971,1773,1689,1981,1600,1160,1276,1531,1903.0,823,387,278,185,93
2022-07-13,승차,6호선,이태원역,37.534485,126.994369,116,149,301.0,301,327,293,299,313,387,464,590,1026,1264,1375.0,934,738,745,763,457
2022-07-13,하차,6호선,이태원역,37.534485,126.994369,99,608,430.0,1278,1114,763,486,477,465,430,465,633,727,875.0,693,553,441,424,265
2022-07-14,승차,1호선,서울역,37.55315,126.972533,404,1196,3812.0,6904,3638,2979,3145,3771,3604,3260,4155,4496,8571,10271.0,4865,3453,3502,2349,1376
2022-07-14,하차,1호선,서울역,37.55315,126.972533,346,2265,4927.0,11226,6175,3075,2572,2824,2579,2414,3229,3698,5059,6171.0,3833,2556,2391,1927,1171
2022-07-14,승차,1호선,시청역,37.56359,126.975407,77,124,271.0,310,410,571,825,829,834,1269,1721,2136,3899,7539.0,2330,2363,1976,1373,422
2022-07-14,하차,1호선,시청역,37.56359,126.975407,248,1159,3463.0,9931,3566,1567,1219,1000,1223,1006,761,754,893,964.0,467,323,219,211,231
2022-07-14,승차,2호선,강남역,37.497958,127.027539,264,664,1828.0,2719,2176,1967,2548,2887,3649,3866,4817,6041,11266,12554.0,9242,6793,7393,6619,2752
2022-07-14,하차,2호선,강남역,37.497958,127.027539,474,2480,7422.0,15906,13413,6610,3524,3281,4082,3572,3409,3647,4815,7534.0,3518,2074,1763,1661,875
2022-07-14,승차,2호선,사당역,37.476536,126.981631,501,1343,4124.0,4790,2971,1617,1462,1670,1702,2057,1866,2448,2991,4233.0,2141,2353,2540,2781,1331
2022-07-14,하차,2호선,사당역,37.476536,126.981631,162,1185,2003.0,2740,2025,1517,1773,1721,1397,1598,1905,2655,5427,6958.0,4993,2566,2730,2535,1272
2022-07-14,승차,2호선,삼성역,37.508827,127.063203,272,300,659.0,734,758,878,1575,1924,2760,3326,3765,5048,9067,13344.0,6183,4694,4218,2516,807
2022-07-14,하차,2호선,삼성역,37.508827,127.063203,253,2237,6605.0,14283,12221,4513,3180,2766,2637,2348,2119,1952,2182,2545.0,1332,735,542,550,313
2022-07-14,승차,5호선,광화문역,37.570545,126.976568,56,132,330.0,486,446,606,767,1034,1384,1611,1957,2507,5600,10882.0,3174,2259,2760,2073,682
2022-07-14,하차,5호선,광화문역,37.570545,126.976568,45,1287,3726.0,12706,5574,2016,1935,1442,1684,1299,1006,1319,1472,2010.0,702,386,248,207,127
2022-07-14,승차,6호선,이태원역,37.534485,126.994369,122,175,313.0,366,336,297,306,341,363,462,537,926,1071,1276.0,809,829,848,848,481
2022-07-14,하차,6호선,이태원역,37.534485,126.994369,83,670,532.0,1225,1155,608,471,444,453,393,479,682,780,994.0,796,650,527,553,420
2022-07-15,승차,1호선,서울역,37.55315,126.972533,413,1040,3758.0,5347,4132,3206,3412,3746,4025,4003,4591,5642,9786,10395.0,5381,3440,3997,2740,1744
2022-07-15,하차,1호선,서울역,37.55315,126.972533,332,1879,5146.0,10245,6517,3225,3288,3151,3595,3463,3519,4642,5859,7698.0,5471,3126,2951,2680,1642
2022-07-15,승차,1호선,시청역,37.56359,126.975407,75,134,257.0,363,517,443,804,833,1202,1571,1845,2225,4229,6843.0,2340,1806,1615,1209,434
2022-07-15,하차,1호선,시청역,37.56359,126.975407,232,1090,3396.0,7919,3257,1499,1179,1045,1255,861,771,892,1125,1268.0,588,321,296,222,299
2022-07-15,승차,2호선,강남역,37.497958,127.027539,284,642,1925.0,2777,1692,2004,2670,3278,4046,4702,5745,6369,11389,14074.0,8150,5798,6447,7791,3780
2022-07-15,하차,2호선,강남역,37.497958,127.027539,447,2343,7335.0,13036,12544,5771,3096,3082,4244,3413,3910,4245,6146,8615.0,4933,2264,2002,1933,1086
2022-07-15,승차,2호선,사당역,37.476536,126.981631,570,1255,3411.0,4303,2492,1769,1340,1598,1895,1679,2047,2634,3881,4496.0,2637,2615,2845,2945,2021
2022-07-15,하차,2호선,사당역,37.476536,126.981631,154,1042,1913.0,2789,1695,1477,1697,1713,1733,1912,2584,3334,5508,8635.0,5253,2437,2347,2338,1944
2022-07-15,승차,2호선,삼성역,37.508827,127.063203,272,280,580.0,797,772,900,1451,1908,2787,3368,4558,5532,9357,13497.0,6255,4000,3901,2564,814
2022-07-15,하차,2호선,삼성역,37.508827,127.063203,271,2006,6774.0,13402,10370,4300,3188,3024,3232,2518,2229,2457,2954,3143.0,1828,758,660,500,321
2022-07-15,승차,5호선,광화문역,37.570545,126.976568,55,140,353.0,536,479,640,986,1195,1545,1920,2098,3003,5890,9212.0,2698,2090,2591,1801,664
2022-07-15,하차,5호선,광화문역,37.570545,126.976568,45,1364,4149.0,13255,5016,1832,1855,1821,2118,1461,1263,1493,2100,2532.0,1119,399,280,227,123
2022-07-15,승차,6호선,이태원역,37.534485,126.994369,258,166,280.0,366,306,299,317,333,511,598,662,1119,1314,1466.0,868,841,916,1012,974
2022-07-15,하차,6호선,이태원역,37.534485,126.994369,118,656,442.0,1179,1036,692,501,655,479,504,549,799,902,1523.0,1716,1208,1351,1430,1215
2022-07-16,승차,1호선,서울역,37.55315,126.972533,348,442,1012.0,2013,3118,4378,4126,5076,4376,5045,5608,5888,7194,5017.0,3262,3023,3522,2424,1147
2022-07-16,하차,1호선,서울역,37.55315,126.972533,282,1397,2208.0,3746,4851,4739,4349,5277,4375,3907,3752,3908,4250,3808.0,2994,2473,2730,1848,1121
2022-07-16,승차,1호선,시청역,37.56359,126.975407,50,71,168.0,227,366,407,549,506,680,948,1228,1486,1348,1179.0,1057,1155,799,712,206
2022-07-16,하차,1호선,시청역,37.56359,126.975407,148,438,466.0,891,934,1037,1372,1112,1124,999,1010,1008,839,622.0,330,311,291,240,152
2022-07-16,승차,2호선,강남역,37.497958,127.027539,371,516,565.0,820,1094,1746,2814,3978,4505,4869,5814,6137,7175,4682.0,3386,3721,5110,4796,2285
2022-07-16,하차,2호선,강남역,37.497958,127.027539,249,979,1049.0,2905,6951,5077,3610,5098,5354,4891,4115,4487,5039,3438.0,2477,1795,2552,1614,924
2022-07-16,승차,2호선,사당역,37.476536,126.981631,354,634,870.0,1277,1822,1843,2023,2284,2178,2800,2903,3128,2312,2245.0,2164,2236,2800,2835,1463
2022-07-16,하차,2호선,사당역,37.476536,126.981631,104,941,878.0,1063,1324,1451,2587,2436,2544,2427,3063,3655,4009,3323.0,2372,2012,2181,2206,1676
2022-07-16,승차,2호선,삼성역,37.508827,127.063203,225,164,228.0,301,483,588,1258,1712,2628,3093,3644,5088,5433,4062.0,3304,3709,2878,1723,320
2022-07-16,하차,2호선,삼성역,37.508827,127.063203,117,1100,1062.0,1846,3326,3777,3703,4014,4544,3344,3194,2968,2169,1419.0,858,576,691,389,181
2022-07-16,승차,5호선,광화문역,37.570545,126.976568,30,65,119.0,185,266,356,603,738,897,1128,1355,1967,2846,2179.0,1136,1293,1462,1136,231
2022-07-16,하차,5호선,광화문역,37.570545,126.976568,14,520,464.0,792,1057,1440,2159,1934,2462,1508,1127,1513,1344,968.0,433,277,204,145,93
2022-07-16,승차,6호선,이태원역,37.534485,126.994369,1416,657,325.0,302,253,324,318,407,458,541,770,1047,997,924.0,742,944,1210,1020,874
2022-07-16,하차,6호선,이태원역,37.534485,126.994369,104,490,195.0,231,353,513,608,715,779,725,963,1112,1349,1409.0,1473,1179,1347,1548,1294
2022-07-17,승차,1호선,서울역,37.55315,126.972533,207,385,627.0,1517,2202,2960,3295,4117,4069,4235,4648,4913,5675,4497.0,4268,3340,4040,3125,1585
2022-07-17,하차,1호선,서울역,37.55315,126.972533,188,817,1461.0,2650,4151,3735,3901,4015,3896,4004,3900,3761,3743,3580.0,3460,2429,2835,1755,732
2022-07-17,승차,1호선,시청역,37.56359,126.975407,49,65,131.0,224,284,311,516,821,1178,923,1104,1127,996,994.0,840,871,618,454,139
2022-07-17,하차,1호선,시청역,37.56359,126.975407,33,333,441.0,828,1312,1356,981,852,1072,762,562,564,479,450.0,247,296,288,190,114
2022-07-17,승차,2호선,강남역,37.497958,127.027539,289,376,372.0,570,972,1125,1299,1876,2092,2638,3141,3572,3416,2662.0,2926,3066,3500,2848,1197
2022-07-17,하차,2호선,강남역,37.497958,127.027539,121,460,667.0,1323,2504,2087,2260,3071,3649,2596,2677,2707,2464,3053.0,1743,2084,1976,1097,657
2022-07-17,승차,2호선,사당역,37.476536,126.981631,221,352,498.0,862,1427,1381,1520,1530,1965,1973,2228,1842,1952,1747.0,1687,1892,2164,2193,790
2022-07-17,하차,2호선,사당역,37.476536,126.981631,54,877,550.0,645,1122,1153,1659,1863,2193,1890,2278,2649,2266,2255.0,1671,1947,2190,1802,1026
2022-07-17,승차,2호선,삼성역,37.508827,127.063203,205,160,206.0,260,325,629,916,1285,1926,2505,3021,3991,3910,2793.0,2633,3015,2953,1486,276
2022-07-17,하차,2호선,삼성역,37.508827,127.063203,77,721,690.0,1389,2908,3027,3299,3345,3087,2400,2877,2255,2727,1497.0,738,585,493,366,162
2022-07-17,승차,5호선,광화문역,37.570545,126.976568,31,53,81.0,135,203,376,431,865,1480,1465,1332,1721,1347,1799.0,1237,1114,1033,610,181
2022-07-17,하차,5호선,광화문역,37.570545,126.976568,9,276,419.0,957,1404,1992,1674,1532,1815,1598,1056,984,688,552.0,367,315,232,105,53
2022-07-17,승차,6호선,이태원역,37.534485,126.994369,1310,853,313.0,249,298,319,297,415,444,526,651,686,644,660.0,707,789,849,662,436
2022-07-17,하차,6호선,이태원역,37.534485,126.994369,63,194,155.0,153,361,511,550,553,689,754,693,734,687,853.0,618,531,542,560,376
