carrier,weathertype,huboriginsize,origin,destination,distance,weatherspeed,gustsummary,isweekend,isholiday,taxiout,taxiin,scheduledelapsed,arrprevdelay,depvisibility,temperature,month,hour,depdelay
D,Storm,S,CJU,ICN,610.5582050504643,23.01522589243367,1,0,0,11.220096308848904,5.660097205275748,61.53669544476684,-3.4779010596689517,8.95917880686812,2.486365434859576,4,11,12.0
C,Rain,L,PUS,ICN,641.5374257426041,22.95285690540377,0,1,0,21.259549020461694,15.782478770873514,75.98508490530072,11.664309368086464,9.206967412420209,7.882025890880474,4,23,-17.18
C,Clear,M,PUS,PUS,699.1064186339298,11.662121494019903,0,0,0,14.862505164998646,5.335537636719741,35.0,-19.430677316155077,7.767296968365196,12.996319267942573,10,18,-11.76
A,Storm,M,TAE,GMP,404.03221893245194,22.287235565102407,1,0,0,31.18700776051742,12.421487359501157,94.98063495787883,10.700122895855332,8.259255438550982,15.438065070245454,6,22,15.32
D,Rain,L,TAE,PUS,689.4312360883735,19.198501350425545,1,0,0,8.037036739682414,6.904187353523683,185.23102999266308,7.839330689212372,5.948603208693884,38.0,10,6,35.14
E,Fog,S,TAE,GMP,316.2985118980694,22.526047441251116,0,1,0,23.179860066843197,5.070885298262787,125.57197809388512,7.54050708569729,11.054245028771524,37.40219365941722,7,15,16.64
B,Snow,L,GMP,ICN,558.2030747275498,33.159109436044766,1,0,0,25.33646588713969,11.9874447206401,141.06905920282807,1.950161854917723,6.487634146536168,20.328857149458525,3,8,11.88
E,Clear,L,GMP,CJU,594.993202775177,14.93423380911196,0,0,0,24.71090128193073,8.686748112397067,132.07326974152764,6.14776267547635,4.95535026349018,21.429037744646305,2,5,12.46
E,Rain,S,ICN,GMP,709.380249056967,14.063856576917363,0,1,0,20.323577367660707,3.411630347441963,63.486629997314616,-1.2443179439890373,5.547420864688539,13.078321533814156,7,19,40.75
B,Storm,M,ICN,PUS,771.9022685923785,18.845115450499463,0,1,0,28.254051116381937,9.642660456967109,149.24257071500446,-32.47275958440841,7.760137201176804,18.03030236365486,9,8,-1.86
C,Rain,M,ICN,TAE,533.9928578179486,2.5757565952325265,0,0,0,22.278707160213592,11.40598970157526,157.9246305922985,-4.070428627926687,9.146111380530106,12.265302346460029,5,12,-0.35
B,Clear,M,PUS,ICN,780.3452462143564,28.666322633984347,0,0,0,22.81819234490339,12.47296888540875,106.33992595441896,3.706256637838308,8.11472482425997,34.38627160191654,11,9,12.5
C,Clear,M,GMP,GMP,932.8825767532796,12.217950925080151,0,0,0,26.45756943920714,8.46119246161105,35.0,11.313995071074649,7.093078200284368,25.55069869412595,3,22,-9.61
B,Clear,M,TAE,CJU,947.188468849904,3.043650464542067,0,0,0,19.871031827038117,7.473331687635705,35.0,-24.803568546837823,5.341246794588617,-5.440277674846411,6,17,-25.24
C,Snow,M,ICN,CJU,620.6809717912632,21.89379671448533,0,0,0,5.794738049933299,11.757530354773976,92.51228207145604,19.51379917061564,11.793852438092149,-6.063070732114527,2,7,3.64
A,Fog,L,ICN,ICN,488.51375379720906,25.5259704653164,0,0,0,20.89626094254212,13.078108416119662,167.00981424097992,2.378982907464642,4.255094237337284,24.0508109650226,12,19,20.52
D,Clear,M,TAE,PUS,415.49543347593624,18.148294086925397,0,0,0,15.031917760367602,11.151416517710862,95.869139895075,6.084940989067858,5.54348414130493,17.603786175355168,6,10,-26.69
B,Rain,L,CJU,PUS,738.5490228054572,27.37619417473668,0,0,1,20.099015861034253,10.492271648630652,156.10959908470934,9.486526540860806,9.699628660174154,27.467732254559536,7,17,12.62
B,Rain,L,PUS,CJU,785.9850974319442,17.081884491760704,0,0,1,18.11035881813255,11.444984002245585,187.9745548556117,4.043280751460286,9.186841735992823,10.5222680498259,10,22,32.59
C,Snow,M,CJU,PUS,626.4764960509591,27.31223745486493,0,0,0,12.386136227385585,6.721785433464746,93.56224880060444,12.01810179024712,5.3551204263287415,12.811753724630982,9,7,22.38
A,Clear,M,CJU,ICN,701.8265913046077,26.27383589006152,0,1,0,20.914975431246916,4.119186289087761,86.6533824210398,-6.076075763193004,5.303809144255192,28.74835536962884,7,8,-17.13
E,Rain,L,TAE,ICN,422.1428411651047,8.863538611783895,0,0,0,21.13669805478396,9.832461555577664,102.65613424850554,-11.822092211056775,5.631470849196548,28.317287656545577,10,7,2.1
A,Clear,L,PUS,CJU,500.3133484799076,18.96674907942447,0,0,0,28.772395198164773,6.3295016163298055,105.85238004682792,-16.164273938498404,9.312934748122894,21.002295581565843,3,9,1.58
B,Clear,L,CJU,GMP,725.0036761694577,8.003832477202293,1,0,0,10.800678174190374,8.257653874334189,45.33569231604032,-3.194039496543587,10.472545585953386,26.97825530397232,10,8,14.23
A,Rain,S,PUS,GMP,958.633818442215,10.40283304182641,1,1,0,22.01009300233381,7.814074710614644,115.8569237991942,-1.5775915177144415,8.699458084567066,16.34368892828436,9,20,28.82
A,Clear,M,GMP,PUS,359.3364285581519,12.87169687419573,1,1,0,14.71355303185479,4.640445105027403,109.00546695183198,0.2762170043609285,2.812787285881177,31.156311702831175,2,11,-21.97
A,Rain,L,PUS,CJU,349.09169491658474,28.62983441244181,1,0,0,22.84552452797762,7.428054295721803,129.76114498007547,11.62131553842565,7.085583090569187,38.0,10,9,0.16
B,Clear,M,CJU,GMP,747.3398967905136,20.60062831984896,1,0,0,20.996795445631378,8.063014093053148,84.84155088520069,17.255326485918467,10.071442431756925,8.979542645978851,11,23,-3.02
A,Fog,M,GMP,GMP,730.1126394611616,26.71893370518127,0,0,0,13.746490931745486,10.9671437255471,89.72515174569348,28.372429531398975,6.891265348947711,2.8117506366816265,5,20,16.8
A,Clear,M,CJU,TAE,726.4263048625997,11.804581458856148,0,1,0,17.55599688922762,6.386885130874786,160.98942735104032,2.4607787421662715,7.373762536513861,19.34705652416993,4,12,-3.33
D,Clear,S,ICN,ICN,685.2072829254679,5.503196253042374,1,0,0,15.667722113922752,8.197027500550568,133.13736362151556,-1.0191191193447886,5.005778109257896,10.94758356264952,6,19,-15.29
E,Clear,L,PUS,CJU,456.815961470633,26.835432370975056,0,0,0,21.452266811383616,9.616987136758873,110.59787393081176,22.768046256733022,6.510849885496127,19.658768399438067,6,8,8.9
D,Clear,L,ICN,PUS,751.4427481526078,21.98800677561745,0,1,0,12.823668530356006,9.182815777407244,154.4203857136907,-2.8827676406166733,12.086089991002687,19.53834304546647,12,12,10.4
A,Rain,S,CJU,CJU,346.0164245544868,7.915754437389505,1,0,0,12.946194288679015,10.01444168744082,84.1569764571072,13.487997853600945,5.136058558277164,30.48566516796079,4,13,-25.94
D,Clear,M,PUS,ICN,626.9099237734816,20.17243264514144,0,0,0,24.008614680858244,7.082993366882869,105.41535730917978,3.418214474463158,9.912689777102203,33.174662033382106,2,6,2.32
B,Rain,L,PUS,PUS,657.6865678363738,11.318922338465356,0,1,0,11.032850934524896,7.460178874899005,90.56128635129237,19.986680524095632,7.153344704653174,26.180099417937463,10,5,-9.21
E,Fog,M,CJU,CJU,654.0783267217429,22.852267978057963,1,0,0,17.750285740405925,4.672644176896988,106.80896906563446,-20.69480753957646,8.242566732835254,29.17133883064284,10,10,8.28
A,Rain,L,ICN,TAE,376.02471300969233,17.668451332890047,0,0,0,27.073550532348133,14.62687801313244,193.28924143150977,2.432762107425305,8.588710656425269,3.0072997122939946,3,9,-14.62
A,Clear,L,GMP,GMP,774.6867696686984,32.51427638176484,0,0,0,22.821705924434724,4.706670398812515,180.70174785285627,-26.139334033013295,6.844717664113338,6.750749999148474,9,19,12.31
D,Clear,M,PUS,TAE,589.1528646372573,7.829245509887283,0,0,0,19.898203411601845,8.4800284124418,123.88402256207178,-8.014002260940622,8.139092156628283,9.783089471849888,10,17,-17.82
C,Clear,M,TAE,PUS,530.1101452300577,6.201392396390017,0,1,0,21.58493271634213,8.023686542725635,147.76843503473708,11.936541240551048,9.50002636108379,26.68936180341126,8,14,16.15
A,Clear,S,GMP,CJU,830.0695704071552,15.976175270835604,1,0,0,20.21094979307182,10.83831209052857,55.263197194548994,32.5419217111179,5.887173303295196,24.28638555817688,9,14,8.94
A,Rain,M,CJU,GMP,529.7122182865946,4.413446098520605,0,0,0,25.75381993095781,8.820700613111441,114.2413916875681,6.681192619083552,8.070594306492966,20.13043372384375,1,11,-7.28
C,Fog,L,ICN,PUS,836.2273517574866,27.75032259123166,1,1,0,18.722696775102037,7.940839651665045,142.59100056992798,-11.740175689438988,12.080569811553902,19.466977876335896,6,22,7.48
A,Clear,S,CJU,ICN,817.5000994456467,4.9823066299300685,0,1,0,17.07344986027625,3.611961539876722,108.98574034107295,-7.954007863853066,11.003523971009272,10.62830654837097,6,16,-23.54
E,Fog,M,TAE,PUS,806.4999871274484,15.73237286791975,0,0,0,20.23726932358579,8.099055762588925,126.9873210877074,17.23515882759723,8.167602047461493,30.476863313010384,1,19,9.03
A,Clear,M,ICN,CJU,435.8128414339834,20.861317145168613,0,1,0,17.738141339707415,10.073393806458556,77.39106240681477,-3.34161701651279,7.6835570585607345,20.12980097769395,2,20,-3.94
A,Fog,M,TAE,ICN,523.3009469619478,14.100428899108175,1,1,0,12.935128809312836,7.615109252460237,110.97353164687948,-0.0262701520143668,10.446397359947646,18.686225307188113,3,13,3.23
D,Clear,M,CJU,GMP,725.4634184448419,11.56023936932374,0,0,0,31.32707211467413,6.830569129592472,106.50319447146448,1.304978424505016,7.36182894005915,19.43550488015514,5,11,-15.64
D,Clear,M,PUS,CJU,482.2970633148653,8.49673573650182,0,0,0,33.05274034750214,6.90786309997654,140.62771108698675,-15.74528842887248,4.22574153918822,7.478380738539968,7,16,4.85
C,Clear,S,TAE,ICN,320.99087551721203,16.728645780834572,0,0,0,19.445975916244667,7.889809416876427,51.92467454662842,0.4236787797574132,12.4324710938368,19.467999644712776,1,18,-26.04
B,Clear,L,CJU,PUS,454.882274410487,21.205320828139406,0,1,0,25.378681924202144,13.867383266314604,107.98535396457716,-30.16296598596117,10.722472435346974,9.038178259348651,3,21,8.29
C,Fog,L,GMP,CJU,459.751206496579,14.992494489629218,1,1,0,19.81460132580357,10.695409431842675,103.9679700989672,-5.22040529964962,2.5080394706774185,25.72670063879111,7,10,15.36
E,Fog,M,GMP,CJU,772.4641383361912,23.687908732192852,0,0,0,20.14725430690732,3.494904454592812,54.15237946244389,-15.11970742087371,8.45325200851127,9.132996852649397,9,23,10.22
D,Clear,L,CJU,GMP,652.687198358132,27.97744378097624,0,0,0,23.728921327307983,11.955618123693618,71.99339233947038,-10.73233097688452,9.09012157802423,11.181523868359957,3,16,9.75
D,Rain,S,GMP,GMP,661.0727740148809,10.836862841193344,0,0,0,17.46418753144483,8.051248785648463,127.42041449637767,29.43400189858272,11.78570347538014,-6.960487672946595,4,5,-15.87
B,Rain,M,PUS,TAE,663.7980667083903,15.057739383378324,0,0,0,21.364611222940376,5.259466898426055,111.40369553426014,10.99504493494363,7.886904337688168,14.443427082345767,12,20,-4.6
C,Clear,L,TAE,CJU,751.0964184854889,22.95413937538654,0,0,0,21.678231151917775,7.1802752837321,135.8111333275024,2.99626409236354,3.0383011244695233,19.117547108774385,8,15,11.01
D,Clear,M,GMP,CJU,630.5443624156204,29.593018494340622,0,1,0,16.96386548559435,5.57892732694671,153.53540261507314,-4.334828492153024,7.198409147005489,16.990811386468234,4,14,2.42
D,Rain,L,PUS,CJU,306.2689376355993,13.058388994318095,1,0,0,15.516675097315131,4.154920775424912,109.5592117741829,17.545969079272574,8.680050664471475,13.807274826850952,2,9,14.05
C,Clear,M,TAE,TAE,688.6202392788892,22.995411036050715,0,1,0,18.574330988038408,2.0196884207150205,127.0525946158536,27.29585721902929,8.92716698910014,10.881848569135345,9,10,14.91
E,Fog,M,ICN,TAE,937.2797534129868,33.29402498508947,0,0,0,11.348141522036569,8.36641612881919,160.80677048291383,15.94660789081779,8.470335622438448,34.002427580989256,1,9,34.34
A,Clear,M,PUS,CJU,386.47321474918624,5.5517035461624955,1,0,0,35.26076912377172,6.409631779714691,98.31820838539512,-0.3186979083567555,8.989536822858987,17.61800373742547,5,12,-3.35
A,Storm,M,GMP,GMP,605.3655611113618,22.541542480163365,0,0,0,16.662314757117148,11.552339828200935,79.04701463787978,3.617597824798433,3.5129398092976336,-3.2185535749467213,4,21,-6.19
D,Clear,S,PUS,ICN,1004.0952757584224,19.495203025156695,0,1,0,16.717873802664545,3.871777702330782,122.9995765084361,12.09875886593524,5.002887018957524,12.996024024078029,2,9,-8.18
C,Fog,L,ICN,PUS,641.623458409748,15.425648202553504,0,1,1,5.933669299618745,5.8894015778013244,101.7610582601595,-2.0951986302269483,8.171324523556796,8.95784548952673,7,17,-10.18
C,Rain,M,GMP,CJU,667.7918611402432,26.15258553296194,0,0,1,20.08461869417734,8.838174498558905,126.3445002034912,-8.902496987039447,9.123976339291897,33.141297143354976,10,7,16.65
C,Clear,L,GMP,PUS,937.2357232013228,34.127136909506305,1,0,0,16.282763216297933,6.436209751687697,101.80819208489864,39.52519897220728,6.211723172349091,10.767056705924007,6,22,43.84
B,Clear,L,ICN,ICN,870.8429777899474,24.55247002904865,0,0,0,32.26213850552681,4.437365971577202,116.78706940103478,4.6426123566972715,5.173968947254715,9.034180172420443,2,20,34.78
A,Clear,L,CJU,CJU,665.9780144486815,18.5708758492658,0,1,0,21.905004778797768,6.663644832200501,95.1432971118333,13.352033303534986,8.207759260782387,15.591312644886964,7,22,11.26
A,Clear,M,CJU,TAE,512.5592505671239,16.797889565048237,1,0,0,24.71971615096217,10.081485202659328,173.09897470934757,-7.698398046208466,11.83801529634866,28.316160770577635,2,7,-25.97
E,Clear,L,TAE,ICN,639.0676669156363,6.098028299049186,0,0,0,23.697897785255016,4.21248896158662,89.4143464517812,-3.629398262920103,8.112846012614915,17.227447000944647,5,10,10.1
D,Storm,S,TAE,GMP,1000.8570552683248,4.497632253506503,0,1,0,21.94349188576638,8.511808897092223,61.686185217554446,26.30138387620967,10.478286622792709,32.32207103413722,4,14,13.33
A,Clear,M,GMP,CJU,817.0430012365234,18.87509028796879,0,1,0,25.2408397405842,8.311980741244806,105.11669167910716,-7.153650062321555,6.056765334072022,,4,22,-3.21
D,Rain,S,TAE,CJU,332.7694328741342,18.576220790873908,0,0,0,16.79531336000104,8.387550624681229,101.12015660032084,-1.0171399873556637,8.733264799557514,19.858592764447778,11,7,-10.42
C,Rain,L,CJU,TAE,399.1423822406366,4.813505351511742,1,0,0,22.00057533557794,9.33154424034227,89.80037932119549,19.99565180470853,9.288432343043857,27.40805883189148,4,20,-15.34
B,Clear,S,ICN,ICN,812.6889249733939,20.94264440699724,0,0,0,21.157458490541796,6.1199270439104065,75.05923877215909,28.718759334912352,8.517887844566374,14.870851778996926,11,19,6.04
B,Rain,M,TAE,GMP,651.3234735185987,12.551287242268245,0,0,1,23.502487767295435,6.759439689337155,81.03018036239966,31.684901054056844,7.898924718954893,6.538923391687074,12,11,12.71
A,Rain,M,TAE,TAE,397.3313283356707,21.055049207099476,0,0,0,11.104299505022666,10.90712113811957,89.04575880839825,2.410833119459454,10.088051161677756,19.412532470485097,7,23,-7.6
A,Rain,M,GMP,ICN,613.0926667051111,16.454716768111545,0,0,0,21.780968558950608,8.068627358926355,94.64580447561951,32.61585173914304,9.93580480782686,31.963004718294677,5,14,13.75
A,Rain,L,GMP,TAE,427.2882622626819,24.50350882458045,0,0,0,16.873733148029995,4.883421939515279,141.97930012098678,17.568964399762663,9.66908279103809,24.98853124834426,4,14,1.85
B,Clear,L,CJU,CJU,520.5834322102517,27.11320353578601,1,1,0,14.249825956105738,11.291430719323053,178.3367865144084,9.719950965319734,5.976766307160576,35.014109818648954,12,14,-8.67
E,Clear,S,CJU,ICN,428.9630257318,11.883772155280363,0,0,0,12.804679217442192,11.138546123145645,146.83837556973612,-2.434484756584906,4.840563093593374,12.140836064666546,9,16,-0.26
D,Clear,M,PUS,CJU,588.0627741218057,16.11459302026705,1,0,0,23.63231046191753,10.012294667050782,77.9331326612904,-6.677670836476864,8.822441731402707,12.489096548169677,1,21,8.19
C,Clear,M,PUS,TAE,508.41149850095144,14.833729789747908,0,0,0,11.952090268209451,6.4959048043060825,131.18695497554523,26.85038154378846,10.618161630733798,30.786641391939963,4,12,-20.6
D,Clear,L,PUS,CJU,672.0181457603073,17.553354248837312,0,0,0,29.13197102309545,9.330942335448263,162.69011047859306,-11.891315017267786,7.206303313907617,14.647512980263786,7,13,4.16
E,Clear,M,GMP,PUS,761.8334429297585,14.365227896901308,1,0,0,15.860061588063113,9.843050620086768,115.25189455154604,-11.522823901145918,9.297302231560796,15.600786766253078,10,12,-7.47
E,Rain,M,ICN,TAE,913.8117842498084,8.45960173396988,0,0,0,20.97839622675871,6.833202973182382,127.89022202353163,5.706906976355742,5.203340765605105,24.283490108330568,7,14,10.62
B,Fog,L,ICN,GMP,738.4107577431805,16.046219413369897,0,0,0,28.73215088833867,6.743723124768199,139.3269726028306,9.12165416745946,10.623523185975657,15.959166275535692,6,6,16.84
D,Clear,L,TAE,ICN,694.4613286219563,13.22629887622718,0,1,0,12.41103062937436,9.305802070553018,122.7311758808426,-9.704421437818874,6.011225250538006,20.238112657399732,7,17,-10.89
D,Clear,M,CJU,TAE,891.4225859658886,23.400125200918303,0,0,0,20.23400379647538,7.993698109185815,94.43433327996124,14.897461044360238,10.564897115786712,38.0,7,15,4.39
B,Clear,M,PUS,GMP,968.3923169580146,16.57551377952257,0,0,0,22.042210224810823,9.302301581565212,127.84920549313824,24.750981663262092,,29.57703101704769,11,19,16.64
D,Clear,M,PUS,GMP,597.3789905376088,25.70296568107965,1,0,0,20.8841207428208,4.589136681074978,185.1003459958307,-28.494774582330155,9.806552968026976,12.70665623558346,11,14,24.47
D,Rain,M,ICN,GMP,406.7159380352476,13.94194657744119,0,0,0,28.863804430164784,9.358781272733466,102.2089817417887,-3.5779883311276626,5.6603244541271005,14.880093640577112,11,8,-19.84
E,Rain,S,TAE,ICN,524.3924839060195,14.1538186143362,0,0,0,16.18584776498341,12.822947161199338,99.94074611777349,-7.552123222538866,8.457925897313643,-5.776746426213235,6,13,1.02
A,Clear,L,GMP,TAE,589.9238584652935,15.489233804003808,1,0,0,20.482419010613853,7.575600646771269,81.31006100184372,25.088712497709466,4.824819167210087,18.50558735056868,4,14,-10.08
D,Clear,M,PUS,GMP,347.4456498697032,11.912730057067334,0,0,0,29.34749812062269,11.52092541841714,87.24952985462988,-23.402864272064733,3.0527758123630977,-6.15230744371428,7,7,-33.19
E,Clear,L,CJU,GMP,695.077978978846,28.311766205271777,0,0,0,20.22057942230956,5.543555907575847,131.52557196803642,8.440361212619575,4.990706706993542,-0.1795491990806028,5,15,-0.81
E,Snow,M,GMP,ICN,931.0517082517832,18.318257852540626,0,0,0,17.944946406667352,8.571947444117086,117.47377335252769,3.1692138533865624,10.899873043345329,2.567937547342138,4,18,-6.97
B,Snow,M,CJU,CJU,712.1619047985984,21.49508565641989,0,0,0,9.350470491630968,5.293711832657699,119.51718013407957,18.688741539238784,7.651415210827069,8.11698233133328,12,20,9.08
C,Rain,S,GMP,GMP,335.55794022123314,17.434935944954322,0,0,0,13.88395691065326,8.584327759771256,99.21348098322528,-7.982278362138696,5.7738777331456745,25.728192352331632,10,14,-24.3
D,Clear,S,ICN,ICN,837.0249098254607,20.808355726503724,0,0,0,22.498827650723257,4.530176979092685,110.56534203556886,3.980190355443324,9.83073818417907,23.22934299518267,12,12,4.39
D,Clear,S,PUS,GMP,318.31384031145484,23.050875876953835,0,0,0,11.478517539956036,8.210737109876959,133.75512933107672,-29.712068124103055,11.412561826374429,20.98146574326928,8,22,-17.46
B,Rain,M,TAE,ICN,659.3000608536763,0.0,0,0,0,10.067253807598046,2.7825802258964387,79.74749318391801,15.362336596674606,11.370166941007998,-2.680450677751599,4,14,-9.0
C,Clear,S,CJU,TAE,494.4881457265679,24.7777614113855,0,0,0,22.134170287191832,7.560602355431763,168.52954092451105,-2.5529275121615425,11.13380744179312,19.122571535456128,1,16,-8.47
C,Snow,L,CJU,GMP,399.2084344500309,11.40156056836587,0,0,0,24.87998393356284,9.572242837421529,152.4147692589321,7.952893948975149,7.238151373418426,13.659439998432402,3,10,6.66
E,Clear,L,PUS,CJU,541.4509520150336,25.170697413026193,1,0,0,16.167734359295665,8.20942336057039,73.84683666720524,17.17258513130245,11.522755867817285,32.58545356698266,1,15,-21.14
B,Clear,M,TAE,CJU,800.3509974650092,19.40148700056948,0,1,0,30.525751060740507,8.263732113028128,159.16221614365858,-0.1617965701480454,13.724984851818416,26.96127749182805,9,17,16.17
A,Rain,M,GMP,GMP,394.4336939005861,14.940201603581707,0,0,0,9.067628543880293,6.786902493881715,77.26470388552019,-1.381870314400678,4.432759408396585,36.0454709731638,8,5,-0.02
A,Clear,S,TAE,CJU,248.59625334594153,31.299847540108985,0,0,0,22.2735145194602,10.054897726575392,134.5076161500355,7.120646736690769,7.44020938518553,4.062108807612809,12,10,-17.61
A,Rain,M,PUS,CJU,938.7894446880948,11.895978047467056,0,0,0,21.2021751302804,11.660571544605704,137.6590289335635,22.537640216736076,10.2137339504276,18.403578772484536,12,23,8.74
D,Clear,M,CJU,ICN,903.841717851962,14.81239122402827,1,0,0,28.59591053569703,9.939377203107297,109.52220944425932,6.695912777824737,6.960948367207173,38.0,2,18,-5.46
B,Rain,M,TAE,ICN,759.1294396715593,18.26490105971827,0,0,0,20.964678392941043,10.013451900982968,89.96828981451714,6.646369656929875,7.301359466068028,23.99645751174935,9,7,0.55
E,Clear,L,GMP,TAE,938.5229181183042,11.930200977185216,0,0,0,24.082554950206976,7.699611498272073,86.14054374295834,8.797442100977978,8.77082634662859,2.5343493126026995,2,21,14.66
B,Snow,M,CJU,CJU,367.8758650690721,6.00370248062269,0,0,1,25.279192090848568,3.1689755538922393,152.35721465077106,11.163553472224818,7.279002962837311,20.257673713377766,4,11,-12.24
D,Clear,S,GMP,ICN,719.96664577435,20.811946316590173,1,1,0,18.51117821015117,6.768885473563837,142.26156211981072,1.730314810321678,7.046391002698141,16.36489770099936,3,6,-1.99
C,Clear,M,CJU,TAE,711.882186054819,9.697074274402311,1,1,0,12.004140535617248,10.097107133749365,49.42728553679317,3.235415613627162,10.001827212776124,16.09347145522488,1,21,-6.86
A,Clear,M,PUS,ICN,295.389130726585,14.929682822003013,0,1,0,18.61558776913909,8.989749634981965,75.96360896098012,-17.64991176895829,7.655211407706517,13.283857244058147,3,11,-20.43
D,Clear,M,TAE,TAE,365.6858266503698,24.287537361298003,0,0,0,32.02298323689038,2.129431786096722,106.38267120986823,-9.606018536893968,7.485468065420804,9.703418028361195,7,10,-4.13
A,Clear,M,CJU,PUS,838.6575920417002,14.905913991002356,0,0,0,29.713617437779146,15.808652515793623,144.3384601950291,-9.565079378003274,10.03526700203894,21.827351977777187,5,21,-14.7
C,Fog,S,GMP,GMP,668.4191327920204,16.910902989660713,0,1,0,10.58486597282549,6.732696799074197,75.9157615644841,40.36058730289665,9.489122016279014,12.56288721897894,7,7,18.13
D,Fog,S,TAE,CJU,373.3577999688599,16.966546053695286,0,0,0,17.742773619989514,11.44366467248019,85.84400091249076,11.717131344367749,5.012994030033775,38.0,6,16,4.02
A,Clear,M,TAE,ICN,655.623038209895,22.459359934539293,0,1,0,13.737451438630233,8.58732435867532,105.09672449329908,37.69974052836274,8.264355776344221,13.26666159447491,4,21,-13.4
D,Clear,L,PUS,TAE,613.9712999824077,21.947955855554657,0,0,1,25.238630407637807,6.32520349670488,159.07972726222593,35.27105334887727,7.583726515532375,16.22952780769891,10,14,26.43
C,Fog,M,TAE,GMP,954.1673544421368,11.269286376455144,1,1,0,16.651894281260493,8.653088914299817,107.11232897148425,-19.201220325342828,6.998717418193356,5.363956111033615,1,5,1.41
B,Clear,M,CJU,GMP,506.20063205380944,20.133055803438012,0,0,0,19.408625913148835,9.97835941482846,122.11156003336922,2.336589092787038,10.29388522365494,16.398387214208896,4,14,-19.72
D,Rain,S,GMP,ICN,611.7597428512046,18.94235471152912,0,0,0,14.205344079065624,3.720684669365056,116.6629899266608,1.0424928240255125,7.131289473416132,8.111282336859858,3,14,2.57
E,Storm,M,TAE,TAE,592.9999069615246,13.128880524290365,0,0,0,14.663931723980015,12.908021755107573,83.85661432330485,5.161706032096998,3.8944752096811976,16.87604054013988,4,5,1.53
D,Rain,L,PUS,ICN,617.5204640945364,20.52271570298235,0,0,0,11.60729511407884,8.192769386476913,99.81177146656852,1.8779678728365945,8.088015898706356,-3.237480725922794,5,21,12.89
C,Clear,M,CJU,PUS,489.8563116604291,23.960710700680565,0,1,0,18.63120170936009,4.669136924338747,35.0,2.7499170799472767,5.875361551707168,22.117223841840516,8,14,3.98
B,Clear,L,ICN,CJU,441.30825060038137,23.08663114049211,1,0,0,11.790940151153576,2.832099835718524,72.53815974284912,3.0035565122246193,7.120387305108335,24.28569196135682,4,7,-10.56
E,Rain,L,CJU,GMP,808.78103285441,18.872976992872687,1,1,0,22.332654077667772,5.920782965572009,78.99717602368341,-4.40538348445238,5.460433915737596,33.73701631810527,9,15,15.22
D,Rain,L,TAE,ICN,533.6565132829334,11.2865912511146,1,0,0,32.739201637862784,10.66154967261981,134.58533314666005,-30.44108674661023,8.17768578826338,-1.6439727194736375,3,17,-11.23
B,Clear,S,ICN,TAE,397.1126102551507,13.910150698663545,1,1,0,14.46581154601493,9.078295837404948,112.88109933552292,2.6178098002418695,12.934199115055382,2.7795217358857425,10,7,7.03
B,Rain,L,PUS,CJU,425.93758398840254,19.578786413105995,0,1,0,24.288382781136736,8.62530257482525,89.30405454124796,12.024306879235631,6.713032872760187,25.916214412479793,4,11,-5.1
C,Clear,L,CJU,GMP,312.98426966666335,22.07060385287975,1,0,0,20.41739072869291,1.4284972131755231,133.64008518807444,2.584203099352258,8.091672731873695,24.52151608317928,6,7,-10.67
C,Rain,M,CJU,GMP,649.5673326263986,18.66526020439417,0,0,0,22.533921338965634,13.202523467342134,64.4363951317254,14.478357106235771,7.722446795199701,11.546654214760444,7,10,8.22
C,Rain,M,PUS,GMP,249.16383783431928,19.431790422494934,0,0,1,21.91689332572164,7.874993077394256,102.64462932330412,3.9671583994963417,7.2598539971564335,7.565539349699583,1,22,24.19
D,Clear,L,TAE,CJU,627.1148436495378,19.22579799139916,0,0,0,16.696705461917993,11.090247043144362,161.2213548096367,-16.116913585281814,8.122120653167721,13.532321298789697,8,18,-22.12
A,Clear,L,TAE,GMP,537.2150464791644,21.06103761819297,0,0,0,14.623587674231928,3.585488271370654,108.27782784257438,-3.203531672192356,6.251718444344795,35.58909194845574,3,23,-12.0
A,Clear,S,CJU,TAE,897.8924723179371,19.661070799091352,0,0,1,18.119570942864307,8.568895239194152,133.1937749870293,9.408802143990044,7.74974891069046,30.998253231351605,2,7,-0.55
C,Clear,M,TAE,CJU,611.2755335559364,21.046149125606217,0,0,0,9.238805234433146,13.388045511764606,74.74283362296902,13.847563182698195,4.791006994622743,21.11737446370208,7,22,17.0
B,Clear,M,ICN,TAE,865.4714108163413,28.51335395607016,0,1,0,16.781501257422168,15.380050534294837,166.51221518027657,15.956708085913965,6.242266499904845,-5.552206571608407,12,17,23.09
E,Fog,L,PUS,TAE,654.8343025593692,27.994953516422484,1,0,0,3.0,1.567091896379266,132.11610909676546,9.285757911990858,12.124498812768682,2.2433884120823055,1,18,6.09
C,Fog,S,ICN,ICN,796.9339435552411,20.155250850222316,0,1,0,26.531490080143364,11.289808666956706,111.07003574969178,-0.2817317858061195,7.937075254607056,19.36303523056981,5,8,15.81
C,Rain,S,ICN,CJU,571.5956014031839,18.423944398609365,1,0,0,8.158920321956739,8.033746134407375,69.35275321067087,18.642786829813176,9.437949742531268,9.366493723617278,1,22,22.37
