,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt
205,780705119,Existing Customer,65,M,1,Doctorate,Married,$120K +,Blue,17,5,4,2,14848.1,2062,681.8,1.221,9678
206,766653416,Existing Customer,50,M,0,Graduate,Unknown,$40K - $60K,Blue,35,1,4,0,1755.2,1254,18608.3,3.189,10018
207,823850419,Existing Customer,34,F,3,Unknown,Unknown,Unknown,Blue,21,4,0,4,10043.6,2246,13866.1,0.644,16064
208,710274621,Existing Customer,27,M,3,High School,Divorced,$120K +,Blue,41,3,2,4,3983.8,1377,5700.2,0.239,2849
209,847240432,Existing Customer,40,F,3,Doctorate,Unknown,Less than $40K,Blue,28,1,2,5,17855.5,34,2319.9,1.598,16756
210,716816569,Existing Customer,28,M,1,Unknown,Divorced,$120K +,Blue,34,4,4,2,6746.6,161,1407.8,2.744,8619
211,807147827,Existing Customer,61,M,5,Post-Graduate,Divorced,$60K - $80K,Blue,20,5,3,0,4355.4,894,3661.2,2.647,10798
212,707654909,Existing Customer,29,M,2,Graduate,Unknown,$120K +,Blue,32,6,0,0,7270.5,470,2564.6,3.134,13827
213,737814054,Attrited Customer,39,M,0,Post-Graduate,Divorced,$40K - $60K,Blue,26,2,3,0,5287.6,1446,5446.3,1.86,17272
214,806388866,Existing Customer,66,F,4,Doctorate,Divorced,Less than $40K,Blue,51,6,1,3,8084.4,347,24254.5,0.43,3975
215,799157604,Existing Customer,66,F,5,Doctorate,Divorced,$40K - $60K,Blue,49,3,2,5,2411.1,693,6488.9,2.043,17901
216,849638768,Existing Customer,50,F,2,Graduate,Single,Unknown,Blue,46,3,2,4,47885.9,934,15946.5,2.669,7310
217,858428240,Existing Customer,35,F,1,Post-Graduate,Divorced,$60K - $80K,Blue,23,6,3,4,5872.8,912,7866.4,0.408,17003
218,772073914,Existing Customer,46,M,2,Uneducated,Single,Unknown,Blue,52,6,0,3,4862.5,146,5013.8,0.67,3281
219,867997441,Attrited Customer,61,F,2,Post-Graduate,Single,$40K - $60K,Blue,45,4,2,1,11346.8,1711,13998.2,0.141,4393
220,711506305,Existing Customer,37,F,1,Doctorate,Divorced,$40K - $60K,Blue,43,1,3,3,5057.2,674,4962.2,2.059,3110
221,854777819,Existing Customer,52,M,3,Post-Graduate,Divorced,$40K - $60K,Blue,46,5,5,5,15769.2,1439,14708.1,3.026,6028
222,841951830,Existing Customer,65,M,3,Unknown,Single,$80K - $120K,Blue,19,4,5,0,6283.1,1517,2913.0,2.313,17899
223,823035620,Existing Customer,27,M,0,High School,Single,$60K - $80K,Blue,35,2,6,3,11609.1,1279,1465.3,3.341,17199
224,839892447,Existing Customer,38,M,0,Uneducated,Divorced,$40K - $60K,Blue,19,6,0,0,2347.4,685,14032.3,0.308,16433
225,842875872,Existing Customer,57,F,3,College,Divorced,$40K - $60K,Blue,37,2,3,5,16410.6,1126,6697.2,3.08,6211
226,740163712,Existing Customer,56,F,5,Unknown,Unknown,Unknown,Blue,15,2,6,6,12083.9,120,15893.4,2.786,1468
227,785447809,Attrited Customer,41,M,4,High School,Single,Unknown,Blue,50,4,5,5,3341.2,2466,19944.9,1.137,8105
228,832863028,Existing Customer,57,M,2,College,Single,$40K - $60K,Blue,32,5,0,2,2693.9,2397,885.8,3.313,4048
229,744165849,Existing Customer,57,M,4,Graduate,Unknown,Less than $40K,Blue,46,3,6,0,4479.8,41,5365.6,1.05,10493
230,829693942,Existing Customer,59,F,2,College,Single,$80K - $120K,Blue,42,1,4,4,31299.2,28,3789.6,3.035,3113
231,778826934,Existing Customer,36,F,3,Unknown,Married,Unknown,Blue,29,3,0,3,3812.7,965,7381.8,3.006,13977
232,749905866,Existing Customer,35,M,0,Post-Graduate,Single,Less than $40K,Blue,22,5,1,6,6310.3,1915,11545.3,2.6,715
233,874875390,Existing Customer,40,M,5,Unknown,Unknown,$80K - $120K,Blue,47,3,4,5,1681.8,2000,2805.3,1.959,12952
234,840877636,Existing Customer,42,F,0,College,Married,$40K - $60K,Blue,32,6,6,0,5487.7,2061,6196.1,0.496,6201
235,731378291,Existing Customer,65,M,4,Doctorate,Divorced,$60K - $80K,Blue,30,6,3,6,8214.4,919,9134.5,1.856,6651
236,897238369,Existing Customer,43,M,0,High School,Unknown,$120K +,Blue,39,4,4,1,25920.1,817,1510.6,1.277,7238
237,736634821,Existing Customer,34,F,3,High School,Unknown,$120K +,Blue,48,2,4,2,7255.5,1508,12276.6,2.714,6540
238,802325205,Existing Customer,50,M,5,College,Divorced,$40K - $60K,Blue,35,5,6,1,15116.8,1212,7021.8,2.602,17072
239,853651082,Attrited Customer,65,F,4,High School,Unknown,Unknown,Blue,44,5,3,5,7775.2,871,21405.7,3.105,13893
240,716887294,Existing Customer,39,M,5,Doctorate,Single,Less than $40K,Blue,22,3,3,1,1771.1,294,3403.6,0.149,17006
241,819356143,Existing Customer,50,M,2,Unknown,Divorced,$60K - $80K,Blue,23,4,5,1,4464.8,863,1301.2,2.77,9458
242,797935968,Attrited Customer,47,F,0,High School,Unknown,$80K - $120K,Blue,50,3,1,2,8293.7,1037,5443.6,3.197,9598
243,810456008,Existing Customer,55,F,5,College,Divorced,$40K - $60K,Blue,18,3,3,2,25499.5,594,1128.0,2.705,14724
244,735562619,Attrited Customer,45,M,1,Uneducated,Divorced,$60K - $80K,Blue,53,5,2,2,17117.4,1182,24936.3,0.53,9487
245,735213498,Existing Customer,46,F,0,Uneducated,Divorced,$60K - $80K,Blue,46,3,2,6,3511.9,1517,776.2,0.368,2313
246,735703247,Existing Customer,69,M,2,Graduate,Married,Unknown,Blue,48,2,1,2,3426.8,1352,10302.9,0.169,15899
247,875127900,Existing Customer,57,M,5,High School,Unknown,$80K - $120K,Blue,49,3,0,1,3234.9,613,5712.6,2.175,12780
248,896962050,Existing Customer,71,F,4,Unknown,Married,$60K - $80K,Blue,29,2,6,4,21897.7,1872,3718.9,2.178,2052
249,821946771,Existing Customer,46,M,2,College,Unknown,Unknown,Blue,52,5,0,4,16758.4,1603,976.8,3.357,7769
250,757805563,Existing Customer,60,M,1,High School,Single,Less than $40K,Blue,52,4,2,2,13367.1,1583,7313.1,1.414,12910
251,840621731,Existing Customer,57,F,5,Post-Graduate,Single,Unknown,Blue,24,6,3,6,5428.3,1592,6660.1,1.195,13056
252,771244178,Existing Customer,55,F,3,Doctorate,Single,Less than $40K,Blue,33,2,1,3,7053.6,1155,2808.1,2.161,2664
253,801573977,Existing Customer,64,M,0,High School,Unknown,Less than $40K,Blue,52,4,0,0,6431.9,464,17372.9,2.825,9276
254,751939266,Attrited Customer,37,F,4,High School,Divorced,$60K - $80K,Platinum,31,4,0,5,3775.8,1479,3037.9,3.191,16259
255,867485586,Existing Customer,66,F,3,Uneducated,Divorced,Unknown,Blue,15,2,6,6,7064.0,1290,4681.4,2.75,11740
256,855331731,Existing Customer,72,F,5,Doctorate,Married,Less than $40K,Blue,30,5,4,3,1685.8,2442,5993.2,1.508,18275
257,786641503,Existing Customer,43,F,5,College,Married,$80K - $120K,Blue,31,1,2,5,2568.8,2293,1239.3,2.195,6412
258,844639686,Existing Customer,46,M,2,High School,Single,$60K - $80K,Blue,18,4,3,3,18851.9,567,19334.4,2.926,1732
259,712984808,Attrited Customer,38,M,5,Uneducated,Married,Unknown,Blue,28,4,1,3,12582.3,37,3784.8,1.719,2011
260,714764960,Existing Customer,46,M,4,Graduate,Unknown,Unknown,Blue,20,5,0,4,5835.5,244,1089.6,0.815,9560
261,796946087,Existing Customer,33,F,3,Doctorate,Unknown,$120K +,Blue,30,5,6,0,7262.4,20,3929.1,0.66,16718
262,750402943,Existing Customer,71,F,4,Uneducated,Married,Unknown,Blue,55,3,4,3,5134.3,1133,6917.6,0.101,4084
263,776241446,Existing Customer,65,F,1,Uneducated,Married,$60K - $80K,Blue,51,5,2,2,12238.6,1629,5545.8,2.47,4239
264,808276583,Existing Customer,71,F,1,Unknown,Married,$80K - $120K,Blue,24,4,2,5,13704.8,393,8801.6,0.467,11667
265,753777024,Existing Customer,32,F,0,Uneducated,Married,Unknown,Blue,22,2,6,6,12965.2,1433,899.6,0.905,7986
266,822691547,Existing Customer,48,F,0,Unknown,Single,$120K +,Blue,19,1,1,4,11696.7,986,2843.8,1.083,18455
267,792649393,Existing Customer,69,F,1,High School,Single,$60K - $80K,Blue,13,3,0,5,3268.3,1671,12473.7,1.949,15472
268,878017694,Existing Customer,57,M,5,High School,Married,Less than $40K,Blue,48,2,1,2,4737.6,2055,1082.9,1.413,3032
269,710047453,Attrited Customer,36,M,4,Graduate,Unknown,$40K - $60K,Blue,33,1,6,2,6514.7,2375,14040.7,2.326,2901
270,735581225,Attrited Customer,47,F,1,Post-Graduate,Single,$40K - $60K,Blue,49,1,6,3,4651.3,1910,1174.8,0.284,12584
271,734109026,Existing Customer,47,F,0,Post-Graduate,Unknown,Less than $40K,Blue,36,1,1,2,12688.0,289,13089.6,0.509,12306
272,876308486,Existing Customer,68,F,1,Post-Graduate,Divorced,Unknown,Blue,37,6,5,0,4634.1,1786,3632.6,1.747,2588
273,850255355,Existing Customer,50,M,5,Unknown,Unknown,$40K - $60K,Blue,19,2,4,2,2628.2,911,7131.0,1.212,12779
274,720281689,Existing Customer,47,M,1,Doctorate,Married,$40K - $60K,Blue,54,3,2,3,5511.8,360,1661.4,1.076,14872
275,891849071,Attrited Customer,53,F,4,Doctorate,Divorced,Less than $40K,Silver,29,3,5,5,32700.0,1622,979.2,0.321,18014
276,771450611,Existing Customer,54,F,3,Graduate,Single,Unknown,Blue,41,1,3,2,3486.2,218,2202.9,3.056,13470
277,827348283,Existing Customer,38,M,5,Doctorate,Single,Unknown,Blue,42,2,2,4,9015.3,2453,1457.6,2.383,11225
278,746510960,Existing Customer,43,M,0,Post-Graduate,Divorced,Less than $40K,Blue,19,6,2,6,5976.8,2015,3121.9,0.501,3880
279,831437871,Existing Customer,27,M,4,Post-Graduate,Unknown,Unknown,Silver,45,1,4,4,2027.4,2040,5556.3,0.315,2418
280,819912701,Existing Customer,54,M,1,Uneducated,Single,Unknown,Blue,19,5,3,4,6791.5,2044,6720.0,3.317,4817
281,795415947,Existing Customer,46,F,1,Doctorate,Married,$60K - $80K,Blue,36,3,0,5,11127.7,831,11420.1,2.348,11807
282,809169700,Existing Customer,40,M,3,High School,Divorced,$60K - $80K,Blue,23,4,3,1,7197.5,1793,7974.7,1.478,17391
283,732797855,Existing Customer,52,M,0,High School,Married,Less than $40K,Blue,21,1,0,6,17890.4,1791,7069.0,2.416,4097
284,734795514,Existing Customer,56,F,0,Uneducated,Divorced,$80K - $120K,Blue,24,5,3,4,4166.0,1243,4214.6,2.596,12895
285,705184502,Existing Customer,40,M,2,Uneducated,Single,$40K - $60K,Blue,47,3,1,4,2159.6,594,4994.6,2.674,2923
286,813944584,Existing Customer,48,M,0,Uneducated,Unknown,$60K - $80K,Blue,16,6,6,1,23500.0,2154,4247.3,1.677,11462
287,824001512,Existing Customer,49,M,3,High School,Divorced,$40K - $60K,Platinum,48,2,3,5,5239.0,580,13423.5,1.519,3967
288,857666402,Existing Customer,69,F,2,Post-Graduate,Divorced,$120K +,Blue,40,3,5,6,8309.8,1747,2329.6,0.136,8974
289,755223954,Existing Customer,38,M,2,Uneducated,Married,Less than $40K,Blue,25,2,5,4,13999.9,2055,540.2,3.158,1660
290,865165871,Existing Customer,47,F,1,Graduate,Single,$80K - $120K,Blue,35,2,4,3,4574.2,2236,7875.2,2.091,15047
291,846720975,Existing Customer,68,F,1,Unknown,Married,$120K +,Blue,31,6,6,5,11512.9,80,2083.6,0.77,7964
292,794962818,Existing Customer,62,M,0,Uneducated,Single,$120K +,Blue,54,6,6,6,2602.1,2155,15958.3,3.135,15295
293,888223891,Attrited Customer,58,M,2,Unknown,Married,Unknown,Blue,49,1,0,4,4192.5,1344,14215.3,3.119,12091
294,751910807,Existing Customer,28,M,1,College,Divorced,$120K +,Blue,51,1,2,4,2688.5,1602,1058.8,3.364,528
295,826736437,Existing Customer,44,M,3,Uneducated,Married,Less than $40K,Blue,36,3,4,1,14775.8,345,1287.4,2.984,10318
296,828314487,Existing Customer,48,F,1,High School,Unknown,$60K - $80K,Blue,28,6,5,6,3452.9,1886,5284.8,3.393,16878
297,754847136,Existing Customer,54,M,5,Doctorate,Single,Less than $40K,Blue,45,5,5,3,11547.9,2375,7077.3,0.907,6087
298,773150359,Existing Customer,55,M,5,Uneducated,Single,$60K - $80K,Blue,24,3,0,5,24397.6,554,2750.2,2.879,4591
299,865048947,Existing Customer,64,M,1,Doctorate,Divorced,$120K +,Blue,46,4,5,2,7440.4,301,9331.2,2.816,6964
300,792942922,Existing Customer,69,F,2,College,Single,$120K +,Blue,19,2,5,0,7650.7,199,6825.6,0.862,9443
301,857319111,Existing Customer,72,M,2,Graduate,Unknown,$80K - $120K,Blue,23,2,0,3,6382.8,1062,3249.5,0.425,3181
302,851786915,Existing Customer,50,M,4,Doctorate,Married,$60K - $80K,Blue,43,1,5,2,4592.9,306,679.9,3.332,11481
303,801164453,Existing Customer,62,F,5,Unknown,Divorced,$120K +,Blue,41,5,2,3,6602.8,1656,10208.3,1.077,15480
304,888928103,Existing Customer,72,F,3,Post-Graduate,Unknown,Unknown,Blue,25,6,1,6,8824.7,1871,2192.3,2.974,6897
305,888673875,Existing Customer,33,M,2,Uneducated,Single,$40K - $60K,Blue,43,6,4,2,35582.8,2515,13090.4,0.114,7343
306,778110973,Existing Customer,67,M,0,College,Single,$80K - $120K,Blue,14,1,2,6,23652.6,2226,4316.6,0.169,1024
307,739501026,Existing Customer,41,M,5,College,Unknown,Less than $40K,Blue,51,4,2,2,17290.9,1846,6524.0,1.637,716
308,867381501,Existing Customer,33,M,3,Doctorate,Married,$80K - $120K,Blue,27,3,1,3,19033.2,1764,14942.2,0.888,1457
309,711310552,Existing Customer,26,M,3,Graduate,Married,$40K - $60K,Blue,23,3,6,1,6484.6,275,14446.3,2.376,11143
310,865363810,Existing Customer,69,F,2,High School,Divorced,$60K - $80K,Silver,46,5,4,3,10008.6,1175,3751.2,1.966,15890
311,855322520,Existing Customer,30,F,3,Uneducated,Single,Less than $40K,Blue,51,1,2,6,19473.4,1401,2140.2,0.356,7371
312,721739356,Existing Customer,28,M,2,College,Unknown,Less than $40K,Blue,16,1,5,3,5431.2,637,10946.1,0.637,6604
313,845689489,Existing Customer,26,M,1,Graduate,Married,$60K - $80K,Silver,23,4,1,2,27549.5,1775,4472.8,1.381,6855
314,853794431,Existing Customer,29,F,5,Post-Graduate,Divorced,$80K - $120K,Blue,41,3,6,0,5737.9,929,1992.7,0.712,14470
315,718877237,Existing Customer,65,M,4,College,Single,$120K +,Blue,14,1,4,2,8790.0,1880,16934.9,2.714,7042
316,746918818,Existing Customer,60,M,1,Graduate,Single,$80K - $120K,Gold,28,6,3,4,11335.6,182,2045.4,1.473,6453
317,815797711,Existing Customer,57,M,5,High School,Divorced,$40K - $60K,Blue,51,5,0,3,25499.1,1844,683.0,0.408,15079
318,857922984,Attrited Customer,67,M,2,High School,Divorced,Unknown,Blue,25,3,5,5,3682.2,71,643.4,1.698,10358
319,805996448,Existing Customer,59,M,5,College,Married,$120K +,Blue,49,4,1,3,12405.5,1676,7315.9,0.4,9303
320,777633091,Attrited Customer,68,F,2,Unknown,Unknown,$80K - $120K,Blue,29,5,0,1,7323.4,1295,8086.2,0.525,5949
321,755403796,Existing Customer,50,M,1,College,Single,Unknown,Blue,33,2,6,6,3939.9,2316,3108.0,0.891,1713
322,805797503,Existing Customer,35,M,0,Doctorate,Unknown,Unknown,Blue,31,6,6,5,13428.6,1043,3199.8,2.936,10093
323,857725830,Existing Customer,46,M,0,Uneducated,Single,$60K - $80K,Blue,19,4,3,2,7865.7,814,3403.2,3.151,14921
324,843623362,Attrited Customer,71,F,5,Graduate,Single,$40K - $60K,Blue,50,5,2,1,10091.4,1526,8479.5,2.827,13627
325,840071312,Existing Customer,64,F,0,College,Unknown,$40K - $60K,Blue,20,1,2,3,4557.5,2194,919.2,1.202,7896
326,724947744,Existing Customer,52,F,2,Uneducated,Divorced,$40K - $60K,Blue,25,2,4,2,6689.0,309,19027.0,0.999,3641
327,882708911,Existing Customer,52,F,3,Doctorate,Married,$120K +,Blue,49,4,1,2,9123.2,2061,2261.9,1.912,17443
328,833894603,Existing Customer,27,M,2,Uneducated,Single,Less than $40K,Blue,14,1,1,4,5590.4,131,56683.2,2.482,18138
329,737856186,Attrited Customer,66,F,3,College,Divorced,$120K +,Silver,53,6,6,4,3206.9,1877,1817.2,3.378,12588
330,748673237,Existing Customer,73,M,1,High School,Single,$80K - $120K,Gold,23,2,4,0,27524.0,2486,10835.0,0.534,6715
331,765293686,Existing Customer,38,M,4,Graduate,Married,Unknown,Blue,36,3,0,4,7168.8,739,2269.9,0.263,14379
332,701983509,Existing Customer,34,F,3,Graduate,Single,Unknown,Blue,18,1,2,6,12029.7,794,1090.1,2.391,1168
333,817556893,Attrited Customer,61,F,0,High School,Married,Less than $40K,Blue,38,5,2,5,5673.3,2310,15052.4,2.846,14892
334,852516645,Attrited Customer,47,F,2,Unknown,Married,$80K - $120K,Blue,19,4,6,2,4947.7,257,14200.6,2.893,12632
335,877780965,Existing Customer,67,F,1,College,Single,Less than $40K,Blue,51,2,1,4,5620.7,1257,4117.6,2.339,11569
336,777729132,Existing Customer,51,F,0,Graduate,Single,Unknown,Blue,31,1,6,0,5648.2,2456,8983.9,3.248,13845
337,773214389,Attrited Customer,37,M,1,College,Married,$120K +,Silver,18,3,1,3,7723.3,1851,6200.3,1.786,10927
338,833568263,Existing Customer,42,F,4,Doctorate,Divorced,$40K - $60K,Blue,55,4,4,5,7710.8,974,13919.2,3.116,11768
339,726365210,Existing Customer,39,F,2,College,Unknown,Unknown,Blue,41,4,3,4,6937.8,1047,3148.9,3.294,10649
340,892463073,Attrited Customer,39,F,5,Uneducated,Married,$60K - $80K,Blue,55,1,0,2,2596.2,270,5691.5,2.896,10067
341,861398036,Existing Customer,59,M,2,High School,Single,$40K - $60K,Blue,51,3,5,3,6920.6,1118,5150.2,1.122,8245
342,711326237,Existing Customer,45,F,4,Unknown,Single,Unknown,Blue,14,6,3,6,2920.0,141,3557.7,0.748,17861
343,786343264,Existing Customer,36,M,2,College,Divorced,$120K +,Blue,31,6,3,2,2516.6,901,16044.1,1.909,18298
344,761864219,Attrited Customer,41,F,5,Unknown,Unknown,Less than $40K,Blue,16,2,1,3,23020.3,273,1769.6,1.595,10457
345,888652398,Attrited Customer,56,F,3,Unknown,Married,$40K - $60K,Blue,18,1,1,6,8867.9,2323,1633.6,2.997,16054
346,733255876,Attrited Customer,31,M,1,Doctorate,Married,$120K +,Blue,49,2,1,6,10056.5,464,6521.2,0.43,15305
347,883331835,Existing Customer,44,F,5,Post-Graduate,Unknown,$80K - $120K,Blue,40,6,3,5,5548.6,1231,8000.3,0.951,2089
348,850118204,Attrited Customer,62,M,0,High School,Married,$60K - $80K,Blue,42,4,6,2,20611.5,1319,2015.1,2.581,11497
349,832166290,Attrited Customer,29,M,4,Unknown,Unknown,$40K - $60K,Blue,19,2,0,4,9565.4,287,3968.3,0.413,6502
350,740820227,Existing Customer,72,M,3,Graduate,Single,Less than $40K,Blue,21,3,6,4,13166.6,875,21004.9,1.159,560
351,804436258,Existing Customer,29,F,0,Uneducated,Unknown,$80K - $120K,Blue,37,5,1,0,5116.1,1992,2482.3,1.378,6962
352,779688895,Existing Customer,45,F,0,Graduate,Married,$120K +,Blue,45,6,2,3,27191.4,2227,8226.0,2.155,5663
353,787927856,Existing Customer,35,F,4,Doctorate,Unknown,$60K - $80K,Blue,13,6,6,0,15176.9,1120,9933.5,0.622,15850
354,887276799,Existing Customer,49,M,3,Doctorate,Divorced,Less than $40K,Blue,18,3,0,1,16828.4,1214,4661.1,2.94,14410
355,712707035,Existing Customer,60,F,0,Graduate,Single,$120K +,Blue,30,2,2,4,2949.8,446,19911.0,1.577,15480
356,839348125,Existing Customer,51,M,0,High School,Single,$120K +,Blue,22,1,0,3,3966.2,721,9840.1,3.126,3297
357,770560220,Existing Customer,62,F,3,Graduate,Unknown,$40K - $60K,Silver,40,4,1,5,4128.8,2163,4786.5,1.644,13891
358,826960685,Existing Customer,63,M,2,College,Married,$40K - $60K,Blue,23,5,6,0,3965.7,1351,6397.0,1.008,16099
359,871216244,Existing Customer,46,M,0,Graduate,Divorced,Less than $40K,Blue,45,1,5,5,16908.7,406,8757.5,0.568,16349
360,736481541,Existing Customer,65,M,1,Uneducated,Single,Unknown,Blue,13,1,4,5,1697.2,1725,6778.7,0.112,2665
361,766385640,Existing Customer,64,F,3,Uneducated,Single,Unknown,Blue,25,3,1,5,2071.2,693,15266.3,1.856,7529
362,766880548,Existing Customer,46,M,0,Post-Graduate,Married,$120K +,Blue,49,2,3,0,3998.7,494,3590.1,0.454,8117
363,778384476,Existing Customer,35,M,4,Uneducated,Married,$40K - $60K,Platinum,32,6,5,1,3221.9,947,2995.6,1.393,11438
364,825218996,Existing Customer,63,M,5,Graduate,Divorced,$60K - $80K,Blue,13,6,3,6,3548.3,22,2184.2,2.045,16167
365,742058334,Existing Customer,71,M,1,Uneducated,Unknown,$60K - $80K,Blue,15,3,0,6,14231.7,1128,769.6,1.01,9108
366,812184418,Attrited Customer,29,M,5,High School,Married,$120K +,Gold,30,2,3,0,8062.9,1698,807.8,0.678,12081
367,883960251,Existing Customer,70,M,5,Unknown,Unknown,$40K - $60K,Silver,53,3,5,6,1484.3,557,14784.5,2.657,16716
368,873986784,Existing Customer,45,F,0,Uneducated,Divorced,Less than $40K,Blue,26,6,5,2,5925.5,1616,8441.0,3.224,12397
369,755174259,Existing Customer,42,F,1,College,Unknown,Less than $40K,Blue,43,1,1,6,5630.4,940,8062.6,0.431,15538
370,890906558,Attrited Customer,32,M,1,High School,Single,Less than $40K,Blue,39,4,2,4,2405.8,1245,7175.1,0.613,16485
371,743369428,Existing Customer,29,F,2,Post-Graduate,Unknown,$60K - $80K,Blue,29,2,1,0,10457.6,1656,13743.5,3.268,14349
372,714650271,Attrited Customer,54,F,5,College,Divorced,$40K - $60K,Blue,41,5,0,6,11125.9,77,5081.1,0.225,14429
373,865943254,Existing Customer,39,M,1,Graduate,Divorced,$40K - $60K,Blue,48,5,3,0,11647.3,1345,14803.7,3.326,5922
374,779348896,Attrited Customer,28,M,2,Unknown,Divorced,$60K - $80K,Blue,49,1,2,1,11867.5,806,3617.9,0.115,5009
375,718992383,Existing Customer,49,M,3,Graduate,Unknown,Less than $40K,Blue,38,3,6,2,1438.4,1041,18793.1,2.983,5419
376,891094911,Attrited Customer,62,F,2,Unknown,Single,Less than $40K,Blue,29,3,4,0,26057.1,767,8896.5,1.114,15988
377,784574185,Existing Customer,41,M,4,Unknown,Married,$120K +,Blue,34,6,5,4,14903.1,453,2581.1,3.197,11604
378,836206901,Existing Customer,29,F,0,Graduate,Single,Unknown,Blue,37,1,2,6,20183.7,2324,6312.2,1.146,8164
379,736635193,Existing Customer,49,M,3,College,Unknown,$80K - $120K,Blue,14,6,6,4,1564.1,1447,5830.4,2.259,16492
380,732474983,Existing Customer,59,F,3,College,Unknown,Unknown,Blue,34,6,2,6,23165.7,1499,1538.7,0.364,3430
381,733999533,Existing Customer,55,M,4,Unknown,Married,$40K - $60K,Blue,17,5,1,0,14715.0,1050,6762.4,0.9,6125
382,848934423,Attrited Customer,43,M,2,College,Unknown,$40K - $60K,Blue,16,6,6,5,15960.8,1888,3146.2,2.653,4825
383,791992689,Attrited Customer,44,F,0,Unknown,Divorced,$40K - $60K,Blue,48,6,4,6,2221.4,2511,876.4,1.845,12970
384,898184878,Existing Customer,56,F,2,Unknown,Divorced,Unknown,Blue,18,5,5,5,12177.1,362,21284.5,3.162,3293
385,898198934,Existing Customer,44,F,1,High School,Divorced,$80K - $120K,Blue,33,3,0,2,27172.4,524,7680.6,1.515,10115
386,764785345,Existing Customer,71,F,2,Doctorate,Divorced,$120K +,Blue,25,2,0,4,10517.2,1217,15164.4,2.97,13299
387,717882750,Existing Customer,44,F,3,High School,Divorced,Unknown,Blue,49,4,2,5,8200.2,1485,8390.3,1.582,12350
388,778725274,Existing Customer,47,F,0,Graduate,Unknown,$80K - $120K,Blue,37,6,6,4,24733.5,2103,3591.1,3.332,3841
389,894521577,Existing Customer,49,M,2,Doctorate,Married,Less than $40K,Blue,38,2,2,6,6118.6,1253,5532.0,3.267,17691
390,710192257,Existing Customer,70,F,0,Uneducated,Married,Less than $40K,Blue,51,5,3,6,8754.2,1855,8383.6,1.186,3356
391,743167705,Existing Customer,37,M,0,Graduate,Divorced,$40K - $60K,Blue,32,2,4,2,6613.3,721,23076.4,3.024,1439
392,855348071,Existing Customer,55,M,1,Post-Graduate,Unknown,$60K - $80K,Silver,45,4,5,6,23044.2,1983,2548.1,2.897,5328
393,740869792,Existing Customer,63,F,1,High School,Single,$40K - $60K,Blue,26,2,2,2,2071.1,1207,15054.8,0.795,2772
394,749913224,Existing Customer,56,M,3,College,Single,$60K - $80K,Blue,48,2,3,5,7001.1,1448,18546.3,2.16,13285
395,764356138,Existing Customer,61,F,4,High School,Unknown,$80K - $120K,Blue,29,2,6,6,10729.2,1398,8269.5,0.34,8059
396,791959541,Attrited Customer,44,F,0,College,Divorced,Less than $40K,Blue,33,2,4,0,13996.1,2088,19242.6,2.861,9919
397,887225564,Existing Customer,73,M,4,Doctorate,Married,Unknown,Silver,28,1,5,3,8435.7,1507,4051.1,0.676,10166
398,899759529,Existing Customer,70,M,3,Post-Graduate,Unknown,$60K - $80K,Blue,28,6,0,1,20605.9,1003,21905.7,0.334,4684
399,892332313,Existing Customer,61,F,0,Doctorate,Single,$80K - $120K,Blue,32,5,3,3,24215.3,2307,8993.0,1.421,5280
400,726658609,Existing Customer,55,F,0,Post-Graduate,Single,Less than $40K,Blue,41,4,6,3,1969.8,2488,800.4,2.004,6343
401,864241932,Attrited Customer,58,M,5,High School,Single,Unknown,Blue,40,5,4,4,5556.3,925,17116.5,2.921,2555
402,782008891,Existing Customer,43,M,4,College,Divorced,$60K - $80K,Blue,20,1,3,2,1627.9,855,5138.0,3.315,1547
403,748715257,Existing Customer,53,M,2,Doctorate,Single,$40K - $60K,Blue,36,1,2,4,4634.9,83,4817.5,1.55,6752
404,722268806,Existing Customer,72,M,1,Post-Graduate,Unknown,$40K - $60K,Blue,15,1,1,5,7595.9,2093,6350.5,0.299,10161
405,706512440,Attrited Customer,36,F,2,Unknown,Unknown,$40K - $60K,Blue,37,6,0,1,20772.5,2487,1632.6,2.572,12831
406,712431395,Attrited Customer,70,F,4,Graduate,Single,$80K - $120K,Blue,31,1,2,5,16433.3,1542,4933.1,1.965,6672
407,729093907,Existing Customer,58,F,1,Graduate,Unknown,$40K - $60K,Silver,45,2,2,0,2529.1,985,12950.3,1.578,4583
408,807219264,Existing Customer,42,F,2,Doctorate,Single,$120K +,Blue,14,5,6,1,2219.2,1868,609.2,1.121,18177
409,736253447,Existing Customer,31,M,5,College,Single,Less than $40K,Blue,27,3,6,4,8556.5,135,2731.0,1.758,16545
410,762134783,Attrited Customer,29,M,1,Unknown,Married,$80K - $120K,Blue,34,4,4,6,7514.3,1206,517.2,1.218,7242
411,793560813,Existing Customer,45,F,0,Doctorate,Divorced,Unknown,Blue,22,1,6,6,3916.1,1732,4261.5,2.598,3997
412,896678031,Attrited Customer,73,F,2,High School,Divorced,$40K - $60K,Blue,30,5,3,4,19815.0,1195,9621.8,1.895,2694
